elapsed,rss,cpuSeconds
0.00011478736996650696,0,0.0
0.10043729655444622,70213632,0.09
0.2028888761997223,91406336,0.19
0.30379089526832104,98844672,0.26
0.4042076524347067,104087552,0.31
0.5061886794865131,108806144,0.38
0.6067311074584723,111984640,0.45
0.709731811657548,115654656,0.52
0.8100954182446003,119062528,0.58
0.9104883447289467,120242176,0.65
1.0110151022672653,126914560,0.74
1.1113814674317837,130977792,0.81
1.2137036677449942,139628544,0.9
1.3140836358070374,159551488,1.0
1.4157774709165096,170823680,1.08
1.516078144311905,175669248,1.18
1.6178565323352814,178192384,1.23
1.7182060778141022,178323456,1.26
1.8186542764306068,178978816,1.29
1.919896336272359,181207040,1.34
2.0202528722584248,185008128,1.38
2.120703360065818,188809216,1.42
2.221128787845373,192086016,1.46
2.321532614529133,196149248,1.5
2.421861819922924,202858496,1.55
2.5221779886633158,202989568,1.61
2.622599983587861,203120640,1.65
2.7229284904897213,203382784,1.7
2.8237836807966232,204984320,1.76
2.9242649786174297,205115392,1.8
3.024707604199648,205115392,1.85
3.1250634398311377,206032896,1.9
3.225553937256336,209440768,1.95
3.326004644855857,214552576,1.99
3.4263314716517925,218103808,2.06
3.5268128402531147,218103808,2.1
3.6271471939980984,218365952,2.14
3.727603781968355,218365952,2.17
3.827947648242116,219021312,2.19
3.928345115855336,219021312,2.22
4.0287980530411005,219021312,2.25
4.12921098805964,219414528,2.29
4.229618726298213,219414528,2.33
4.330050112679601,220332032,2.37
4.430398209020495,222035968,2.41
4.5308410953730345,222035968,2.41
4.631195543333888,229244928,2.45
4.732539646327496,235929600,2.5
4.833280744031072,242352128,2.55
4.9336698316037655,248778752,2.61
5.034118477255106,248778752,2.62
5.13458176702261,249040896,2.65
5.234934691339731,249040896,2.71
5.335446700453758,249040896,2.74
5.435838835313916,249040896,2.76
5.536224003881216,249040896,2.76
5.637342996895313,249434112,2.81
5.737789472565055,249565184,2.85
5.838468691334128,249696256,2.87
5.938847815617919,250613760,2.9
6.039617296308279,251924480,2.93
6.1401049345731735,256643072,2.98
6.240472270175815,257691648,3.01
6.342072105035186,258871296,3.05
6.442403711378574,259788800,3.07
6.542732568457723,261230592,3.12
6.643073745071888,261713920,3.17
6.743536572903395,261713920,3.22
6.843930676579475,261976064,3.26
6.944869197905064,261976064,3.29
7.045283043757081,261976064,3.3
7.145674539729953,262893568,3.35
7.245994498953223,263024640,3.39
7.346541445702314,263155712,3.42
7.446883600205183,263155712,3.42
7.548365423455834,263155712,3.42
7.648760823532939,263942144,3.47
7.749183639883995,264073216,3.52
7.849617186933756,264204288,3.56
7.94996477290988,264204288,3.56
8.050343990325928,264204288,3.56
8.15073192678392,268922880,3.61
8.251377103850245,274427904,3.65
8.351805232465267,279539712,3.7
8.452845672145486,283267072,3.76
8.553163897246122,283267072,3.79
8.653501003980637,284053504,3.83
8.753810299560428,284315648,3.87
8.854222135618329,284315648,3.91
8.954651214182377,284315648,3.95
9.059814052656293,284839936,3.96
9.160814072936773,285233152,3.99
9.261996796354651,285364224,4.01
9.362379912286997,285364224,4.03
9.462760807946324,285364224,4.05
9.56308851391077,285495296,4.09
9.663585221394897,286412800,4.13
9.763954540714622,286412800,4.16
9.864296156913042,286543872,4.2
9.964716739952564,286674944,4.24
10.065105417743325,286806016,4.27
10.165880208835006,287571968,4.34
10.266280323266983,288358400,4.38
10.366692071780562,288489472,4.41
10.46707621589303,289406976,4.47
10.567475164309144,289538048,4.49
10.668699275702238,290455552,4.53
10.7690520118922,290455552,4.56
10.869604690000415,290455552,4.6
10.970004448667169,290586624,4.64
11.071027997881174,291373056,4.67
11.171402264386415,291635200,4.71
11.27177258208394,291635200,4.73
11.372192000970244,291635200,4.76
11.472632655873895,291635200,4.8
11.57298657298088,292552704,4.82
11.673326740041375,292552704,4.85
11.773993076756597,292552704,4.89
11.875785071402788,292552704,4.9
11.976192068308592,292552704,4.94
12.076813198626041,292814848,4.98
12.17766827531159,293994496,5.01
12.279118370264769,297668608,5.08
12.379579087719321,298455040,5.12
12.480081824585795,298586112,5.15
12.580833794549108,298586112,5.19
12.681223979219794,298717184,5.23
12.781621638685465,299634688,5.27
12.881952933967113,299634688,5.31
12.982304172590375,299765760,5.35
13.082715848460793,299896832,5.39
13.183068223297596,300683264,5.43
13.283807484433055,300814336,5.46
13.384206460788846,300814336,5.5
13.484647896140814,300945408,5.54
13.585035651922226,300945408,5.56
13.685497410595417,301010944,5.61
13.785985015332699,301797376,5.65
13.886377854272723,302059520,5.69
13.986775759607553,302059520,5.74
14.087209867313504,302977024,5.75
14.187773486599326,302977024,5.79
14.288089601323009,302977024,5.82
14.38850467838347,303108096,5.85
14.48884116485715,303239168,5.9
14.589190812781453,304025600,5.91
14.68964459747076,304156672,5.95
14.790034364908934,304287744,5.99
14.890372460708022,304287744,6.03
14.990865828469396,303325184,6.13
15.09127558581531,303587328,6.14
15.191716192290187,303587328,6.18
15.292529931291938,303587328,6.22
15.393265860155225,303587328,6.24
15.49366882815957,303587328,6.28
15.594059474766254,303980544,6.31
15.694423999637365,303980544,6.35
15.796776900067925,303980544,6.4
15.897797690704465,303980544,6.43
15.998147565871477,303980544,6.45
16.09865096397698,304373760,6.46
16.199073599651456,304373760,6.5
16.299531187862158,304373760,6.53
16.39994347654283,304373760,6.57
16.50027133151889,304373760,6.61
16.600788339972496,304635904,6.64
16.701198004186153,304766976,6.67
