elapsed,rss,cpuSeconds
0.00010412000119686127,0,0.0
0.10040833614766598,71372800,0.1
0.20076990313827991,84799488,0.21
0.303121542558074,100265984,0.35
0.4035083521157503,123858944,0.46
0.5039456188678741,130912256,0.54
0.6055408641695976,131698688,0.56
0.7060030121356249,132222976,0.58
0.8063455298542976,132616192,0.6
0.9067720267921686,133009408,0.62
1.007911266759038,133402624,0.64
1.1082814559340477,134057984,0.67
1.2086558025330305,134582272,0.68
1.3089988511055708,135106560,0.71
1.409338166937232,135892992,0.73
1.5097789857536554,136286208,0.75
1.6101916115731,137072640,0.78
1.7105504106730223,137859072,0.8
1.810981146991253,138514432,0.82
1.9140577632933855,138776576,0.84
2.0144255198538303,138907648,0.85
2.114877426996827,139169792,0.86
2.2165913935750723,139300864,0.87
2.320106850937009,139563008,0.88
2.4205299895256758,139825152,0.89
2.5210405588150024,141135872,0.91
2.6232283748686314,141266944,0.93
2.724369378760457,142184448,0.95
2.824843667447567,144646144,0.99
2.925177615135908,144646144,1.01
3.0255743209272623,144646144,1.04
3.1264712028205395,145694720,1.06
3.2268762793391943,148316160,1.09
3.3274559788405895,150151168,1.12
3.4281115476042032,152772608,1.15
3.5285057425498962,156180480,1.19
3.6289830841124058,160833536,1.24
3.7295866906642914,160833536,1.26
3.8303163312375546,160964608,1.28
3.930914979428053,161095680,1.3
4.031707130372524,161095680,1.32
4.133554074913263,161095680,1.34
4.233988715335727,161095680,1.37
4.334779903292656,161882112,1.41
4.436448451131582,162144256,1.44
4.536893926560879,165158912,1.48
4.637302225455642,165683200,1.49
4.737682173028588,167124992,1.5
4.8381402511149645,170795008,1.53
4.93851443938911,174858240,1.55
5.039267428219318,185999360,1.6
5.139663774520159,190717952,1.63
5.240083372220397,197009408,1.67
5.340605432167649,203300864,1.72
5.441347660496831,208805888,1.76
5.541740078479052,210661376,1.82
5.642172187566757,210923520,1.85
5.742574563249946,210923520,1.87
5.842977698892355,210923520,1.89
5.943389980122447,210923520,1.92
6.047138426452875,210923520,1.92
6.147530725225806,210923520,1.93
6.2480846624821424,210923520,1.95
6.348567450419068,211054592,1.99
6.4490397199988365,214331392,2.04
